Manufacturer,Tool Type,Series,Family Code,Part Number,Thread Size,Diameter,Shank Dia,LOC,OAL,Flutes,Coating,Material Focus,List Price,Source File,Imported At,End Geometry,Flute Count,Shank,Corner,Allowed Materials,Source Rule,Flute Length,Overall Length,Material,Catalog Diameter Label,Catalog Page,Catalog Style Description,Diameter Decimal,Shank Decimal,LOC Decimal,OAL Decimal,Manufacturer Key,Tool Type Key,Series Key,Part Number Key,Material Focus Key
YG-1,End Mill,TitaNox Power,,GMG40920,,0.9843,0.9843,0.9843,3.5433,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.9843,0.9843,0.9843,3.5433,YG-1,END MILL,TITANOXPOWER,GMG40920,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40923,,1.1811,1.1811,1.1811,3.937,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,1.1811,1.1811,1.1811,3.937,YG-1,END MILL,TITANOXPOWER,GMG40923,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40950,,3.7402,3.7402,7.874,22.8346,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,3.7402,3.7402,7.874,22.8346,YG-1,END MILL,TITANOXPOWER,GMG40950,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40981,,0.315,0.315,0.512,2.48,4,AlTiN,Stainless,44.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.512,2.48,YG-1,END MILL,TITANOXPOWER,GMG40981,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40982,,0.315,0.315,0.63,2.756,4,AlTiN,Stainless,46.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.63,2.756,YG-1,END MILL,TITANOXPOWER,GMG40982,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40983,,0.394,0.394,0.63,2.756,4,AlTiN,Stainless,48.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.63,2.756,YG-1,END MILL,TITANOXPOWER,GMG40983,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40984,,0.394,0.394,0.787,3.15,4,AlTiN,Stainless,51.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.787,3.15,YG-1,END MILL,TITANOXPOWER,GMG40984,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40985,,0.472,0.472,0.787,3.15,4,AlTiN,Stainless,57.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,0.787,3.15,YG-1,END MILL,TITANOXPOWER,GMG40985,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40986,,0.472,0.472,0.945,3.543,4,AlTiN,Stainless,61.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG40986,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40987,,0.551,0.551,0.945,3.543,4,AlTiN,Stainless,66.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG40987,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40988,,0.551,0.551,1.102,3.937,4,AlTiN,Stainless,70.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG40988,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40989,,0.63,0.63,1.102,3.937,4,AlTiN,Stainless,77.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG40989,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40990,,0.63,0.63,1.26,4.331,4,AlTiN,Stainless,82.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.26,4.331,YG-1,END MILL,TITANOXPOWER,GMG40990,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40991,,0.787,0.787,1.575,4.331,4,AlTiN,Stainless,95.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,1.575,4.331,YG-1,END MILL,TITANOXPOWER,GMG40991,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG40992,,0.787,0.787,1.969,5.118,4,AlTiN,Stainless,108.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,1.969,5.118,YG-1,END MILL,TITANOXPOWER,GMG40992,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41000,,0.394,0.394,0.787,3.15,4,AlTiN,Stainless,52.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.787,3.15,YG-1,END MILL,TITANOXPOWER,GMG41000,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41010,,0.394,0.394,0.945,3.543,4,AlTiN,Stainless,54.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG41010,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41020,,0.472,0.472,0.945,3.543,4,AlTiN,Stainless,60.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG41020,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41030,,0.472,0.472,1.102,3.937,4,AlTiN,Stainless,64.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG41030,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41040,,0.551,0.551,1.102,3.937,4,AlTiN,Stainless,69.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG41040,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41050,,0.551,0.551,1.26,4.331,4,AlTiN,Stainless,74.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,1.26,4.331,YG-1,END MILL,TITANOXPOWER,GMG41050,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41060,,0.63,0.63,1.26,4.331,4,AlTiN,Stainless,80.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.26,4.331,YG-1,END MILL,TITANOXPOWER,GMG41060,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41070,,0.63,0.63,1.575,4.724,4,AlTiN,Stainless,85.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.575,4.724,YG-1,END MILL,TITANOXPOWER,GMG41070,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41080,,0.787,0.787,1.969,5.118,4,AlTiN,Stainless,100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,1.969,5.118,YG-1,END MILL,TITANOXPOWER,GMG41080,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41090,,0.787,0.787,2.362,6.299,4,AlTiN,Stainless,115.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,2.362,6.299,YG-1,END MILL,TITANOXPOWER,GMG41090,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41100,,0.394,0.394,1.102,3.937,4,AlTiN,Stainless,58.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG41100,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41120,,0.472,0.472,1.26,4.331,4,AlTiN,Stainless,65.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,1.26,4.331,YG-1,END MILL,TITANOXPOWER,GMG41120,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41140,,0.551,0.551,1.26,4.331,4,AlTiN,Stainless,73.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,1.26,4.331,YG-1,END MILL,TITANOXPOWER,GMG41140,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41160,,0.63,0.63,1.575,4.724,4,AlTiN,Stainless,81.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.575,4.724,YG-1,END MILL,TITANOXPOWER,GMG41160,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41180,,4.6457,4.6457,9.8425,28.3465,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,4.6457,4.6457,9.8425,28.3465,YG-1,END MILL,TITANOXPOWER,GMG41180,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41200,,0.787,0.787,2.362,6.299,4,AlTiN,Stainless,112.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,2.362,6.299,YG-1,END MILL,TITANOXPOWER,GMG41200,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41250,,0.984,0.984,2.756,7.087,4,AlTiN,Stainless,128.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.984,0.984,2.756,7.087,YG-1,END MILL,TITANOXPOWER,GMG41250,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41300,,1.181,1.181,2.756,7.087,4,AlTiN,Stainless,145.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,1.181,1.181,2.756,7.087,YG-1,END MILL,TITANOXPOWER,GMG41300,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41350,,5.315,5.315,10.6299,29.9213,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,5.315,5.315,10.6299,29.9213,YG-1,END MILL,TITANOXPOWER,GMG41350,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41400,,5.5118,5.5118,10.8268,30.315,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,5.5118,5.5118,10.8268,30.315,YG-1,END MILL,TITANOXPOWER,GMG41400,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41450,,5.7087,5.7087,11.0236,30.7087,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,5.7087,5.7087,11.0236,30.7087,YG-1,END MILL,TITANOXPOWER,GMG41450,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41500,,5.9055,5.9055,11.2205,31.1024,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,5.9055,5.9055,11.2205,31.1024,YG-1,END MILL,TITANOXPOWER,GMG41500,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41550,,6.1024,6.1024,11.4173,31.4961,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,6.1024,6.1024,11.4173,31.4961,YG-1,END MILL,TITANOXPOWER,GMG41550,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41600,,6.2992,6.2992,11.6142,31.8898,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,6.2992,6.2992,11.6142,31.8898,YG-1,END MILL,TITANOXPOWER,GMG41600,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41650,,6.4961,6.4961,11.811,32.2835,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,6.4961,6.4961,11.811,32.2835,YG-1,END MILL,TITANOXPOWER,GMG41650,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41700,,6.6929,6.6929,12.0079,32.6772,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,6.6929,6.6929,12.0079,32.6772,YG-1,END MILL,TITANOXPOWER,GMG41700,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41750,,6.8898,6.8898,12.2047,33.0709,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,6.8898,6.8898,12.2047,33.0709,YG-1,END MILL,TITANOXPOWER,GMG41750,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41800,,7.0866,7.0866,12.4016,33.4646,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,7.0866,7.0866,12.4016,33.4646,YG-1,END MILL,TITANOXPOWER,GMG41800,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41850,,7.2835,7.2835,12.5984,33.8583,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,7.2835,7.2835,12.5984,33.8583,YG-1,END MILL,TITANOXPOWER,GMG41850,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41900,,7.4803,7.4803,12.7953,34.252,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,7.4803,7.4803,12.7953,34.252,YG-1,END MILL,TITANOXPOWER,GMG41900,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG41950,,7.6772,7.6772,12.9921,34.6457,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,7.6772,7.6772,12.9921,34.6457,YG-1,END MILL,TITANOXPOWER,GMG41950,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42000,,7.874,7.874,13.189,35.0394,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,7.874,7.874,13.189,35.0394,YG-1,END MILL,TITANOXPOWER,GMG42000,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42050,,8.0709,8.0709,13.3858,35.4331,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,8.0709,8.0709,13.3858,35.4331,YG-1,END MILL,TITANOXPOWER,GMG42050,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42060,,0.236,0.236,0.394,2.126,4,AlTiN,Stainless,39.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.236,0.236,0.394,2.126,YG-1,END MILL,TITANOXPOWER,GMG42060,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42080,,0.315,0.315,0.512,2.48,4,AlTiN,Stainless,43.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.512,2.48,YG-1,END MILL,TITANOXPOWER,GMG42080,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42100,,0.394,0.394,0.63,2.756,4,AlTiN,Stainless,47.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.63,2.756,YG-1,END MILL,TITANOXPOWER,GMG42100,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42120,,0.472,0.472,0.787,3.15,4,AlTiN,Stainless,53.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,0.787,3.15,YG-1,END MILL,TITANOXPOWER,GMG42120,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42140,,0.551,0.551,0.945,3.543,4,AlTiN,Stainless,60.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG42140,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42150,,8.4646,8.4646,13.7795,36.2205,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,8.4646,8.4646,13.7795,36.2205,YG-1,END MILL,TITANOXPOWER,GMG42150,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42160,,0.63,0.63,1.102,3.937,4,AlTiN,Stainless,69.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG42160,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42200,,0.787,0.787,1.575,4.331,4,AlTiN,Stainless,86.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,1.575,4.331,YG-1,END MILL,TITANOXPOWER,GMG42200,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42250,,0.984,0.984,1.969,5.118,4,AlTiN,Stainless,99.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.984,0.984,1.969,5.118,YG-1,END MILL,TITANOXPOWER,GMG42250,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42300,,9.0551,9.0551,14.3701,37.4016,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,9.0551,9.0551,14.3701,37.4016,YG-1,END MILL,TITANOXPOWER,GMG42300,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42350,,9.252,9.252,14.5669,37.7953,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,9.252,9.252,14.5669,37.7953,YG-1,END MILL,TITANOXPOWER,GMG42350,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42400,,9.4488,9.4488,14.7638,38.189,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,9.4488,9.4488,14.7638,38.189,YG-1,END MILL,TITANOXPOWER,GMG42400,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42450,,9.6457,9.6457,14.9606,38.5827,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,9.6457,9.6457,14.9606,38.5827,YG-1,END MILL,TITANOXPOWER,GMG42450,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42500,,9.8425,9.8425,15.1575,38.9764,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,9.8425,9.8425,15.1575,38.9764,YG-1,END MILL,TITANOXPOWER,GMG42500,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42550,,10.0394,10.0394,15.3543,39.3701,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,10.0394,10.0394,15.3543,39.3701,YG-1,END MILL,TITANOXPOWER,GMG42550,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42600,,10.2362,10.2362,15.5512,39.7638,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,10.2362,10.2362,15.5512,39.7638,YG-1,END MILL,TITANOXPOWER,GMG42600,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42650,,10.4331,10.4331,15.748,40.1575,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,10.4331,10.4331,15.748,40.1575,YG-1,END MILL,TITANOXPOWER,GMG42650,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42700,,10.6299,10.6299,15.9449,40.5512,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,10.6299,10.6299,15.9449,40.5512,YG-1,END MILL,TITANOXPOWER,GMG42700,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42750,,10.8268,10.8268,16.1417,40.9449,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,10.8268,10.8268,16.1417,40.9449,YG-1,END MILL,TITANOXPOWER,GMG42750,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42800,,11.0236,11.0236,16.3386,41.3386,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,11.0236,11.0236,16.3386,41.3386,YG-1,END MILL,TITANOXPOWER,GMG42800,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42850,,11.2205,11.2205,16.5354,41.7323,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,11.2205,11.2205,16.5354,41.7323,YG-1,END MILL,TITANOXPOWER,GMG42850,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42900,,11.4173,11.4173,16.7323,42.126,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,11.4173,11.4173,16.7323,42.126,YG-1,END MILL,TITANOXPOWER,GMG42900,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42950,,11.6142,11.6142,16.9291,42.5197,4,Y-Coating,Stainless,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,11.6142,11.6142,16.9291,42.5197,YG-1,END MILL,TITANOXPOWER,GMG42950,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42981,,0.315,0.315,0.512,2.48,4,AlTiN,Stainless,43.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.512,2.48,YG-1,END MILL,TITANOXPOWER,GMG42981,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42982,,0.315,0.315,0.63,2.756,4,AlTiN,Stainless,45.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.315,0.315,0.63,2.756,YG-1,END MILL,TITANOXPOWER,GMG42982,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42983,,0.394,0.394,0.63,2.756,4,AlTiN,Stainless,47.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.63,2.756,YG-1,END MILL,TITANOXPOWER,GMG42983,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42984,,0.394,0.394,0.787,3.15,4,AlTiN,Stainless,50.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.787,3.15,YG-1,END MILL,TITANOXPOWER,GMG42984,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42985,,0.472,0.472,0.787,3.15,4,AlTiN,Stainless,56.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,0.787,3.15,YG-1,END MILL,TITANOXPOWER,GMG42985,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42986,,0.472,0.472,0.945,3.543,4,AlTiN,Stainless,60.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG42986,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42987,,0.551,0.551,0.945,3.543,4,AlTiN,Stainless,65.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG42987,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42988,,0.551,0.551,1.102,3.937,4,AlTiN,Stainless,69.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG42988,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42989,,0.63,0.63,1.102,3.937,4,AlTiN,Stainless,76.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG42989,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42990,,0.63,0.63,1.26,4.331,4,AlTiN,Stainless,81.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.63,0.63,1.26,4.331,YG-1,END MILL,TITANOXPOWER,GMG42990,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42991,,0.787,0.787,1.575,4.331,4,AlTiN,Stainless,94.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,1.575,4.331,YG-1,END MILL,TITANOXPOWER,GMG42991,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG42992,,0.787,0.787,1.969,5.118,4,AlTiN,Stainless,107.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.787,0.787,1.969,5.118,YG-1,END MILL,TITANOXPOWER,GMG42992,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG43000,,0.394,0.394,0.787,3.15,4,AlTiN,Stainless,51.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.787,3.15,YG-1,END MILL,TITANOXPOWER,GMG43000,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG43010,,0.394,0.394,0.945,3.543,4,AlTiN,Stainless,53.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.394,0.394,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG43010,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG43020,,0.472,0.472,0.945,3.543,4,AlTiN,Stainless,59.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,0.945,3.543,YG-1,END MILL,TITANOXPOWER,GMG43020,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG43030,,0.472,0.472,1.102,3.937,4,AlTiN,Stainless,63.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.472,0.472,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG43030,STAINLESS
YG-1,End Mill,TitaNox Power,,GMG43040,,0.551,0.551,1.102,3.937,4,AlTiN,Stainless,68.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,,,,,0.551,0.551,1.102,3.937,YG-1,END MILL,TITANOXPOWER,GMG43040,STAINLESS
