Manufacturer,Tool Type,Series,Family Code,Part Number,Thread Size,Diameter,Shank Dia,LOC,OAL,Flutes,Coating,Material Focus,List Price,Source File,Imported At,End Geometry,Flute Count,Shank,Corner,Allowed Materials,Source Rule,Flute Length,Overall Length,Material
Walter,Annular Cutter,Chicago-Latrobe,,CLAC-0625,,0.625,,,,4,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.75,2.5,Steel
Walter,Annular Cutter,Cle-Line,,CLAC-0781,,0.7812,,,,4,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.0,3.0,Multi-Purpose
Walter,Annular Cutter,Cleveland,,CLAC-0938,,0.9375,,,,4,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,3.5,Stainless
Walter,Annular Cutter,Cleveland,,CLAC-1000,,1.0,,,,4,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.5,4.0,Stainless
Walter,Annular Cutter,Drillco,,CLAC-1094,,1.0938,,,,4,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.5,4.0,Aluminum
Walter,Annular Cutter,Drillco,,CLAC-1250,,1.25,,,,4,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.0,5.0,Aluminum
Walter,Annular Cutter,Chicago-Latrobe,,CLAC-1500,,1.5,,,,4,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.0,5.0,Steel
Walter,Annular Cutter,Cle-Line,,CLAC-1750,,1.75,,,,4,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.25,5.5,Multi-Purpose
Walter,Annular Cutter,Cleveland,,CLAC-2000,,2.0,,,,4,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.5,6.0,Stainless
Walter,Annular Cutter,Drillco,,CLAC-2250,,2.25,,,,4,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.75,6.5,Aluminum
Walter,Annular Cutter,Chicago-Latrobe,,CLAC-2500,,2.5,,,,4,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.0,7.0,Steel
Walter,Annular Cutter,Cle-Line,,CLAC-3000,,3.0,,,,4,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.5,8.0,Multi-Purpose
Walter,Annular Cutter,Cleveland,,CLAC-3500,,3.5,,,,4,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,4.0,9.0,Stainless
Walter,Annular Cutter,Drillco,,CLAC-4000,,4.0,,,,4,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,4.5,10.0,Aluminum
Walter,Annular Cutter,Chicago-Latrobe,,CLAC-750,,0.75,,,,4,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.0,3.0,Steel
Walter,Annular Cutter,Cle-Line,,CLAC-875,,0.875,,,,4,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,3.5,Multi-Purpose
Walter,Carbide Burr,Chicago-Latrobe,,CLCB-SA1,,0.25,,,,1,Uncoated,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.5,2.0,Steel
Walter,Carbide Burr,Chicago-Latrobe,,CLCB-SA2,,0.3125,,,,1,Uncoated,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.625,2.5,Steel
Walter,Carbide Burr,Cle-Line,,CLCB-SB2,,0.3125,,,,1,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.625,2.5,Multi-Purpose
Walter,Carbide Burr,Cle-Line,,CLCB-SB3,,0.375,,,,1,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.75,3.0,Multi-Purpose
Walter,Carbide Burr,Cleveland,,CLCB-SC3,,0.375,,,,1,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.75,3.0,Stainless
Walter,Carbide Burr,Cleveland,,CLCB-SC4,,0.5,,,,1,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.0,3.5,Stainless
Walter,Carbide Burr,Drillco,,CLCB-SD4,,0.5,,,,1,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.0,3.5,Aluminum
Walter,Carbide Burr,Drillco,,CLCB-SD5,,0.625,,,,1,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,4.0,Aluminum
Walter,Carbide Burr,Chicago-Latrobe,,CLCB-SE1,,0.25,,,,1,Uncoated,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.5,2.0,Steel
Walter,Carbide Burr,Cle-Line,,CLCB-SF2,,0.3125,,,,1,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.625,2.5,Multi-Purpose
Walter,Carbide Burr,Cleveland,,CLCB-SG3,,0.375,,,,1,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.75,3.0,Stainless
Walter,Carbide Burr,Drillco,,CLCB-SH4,,0.5,,,,1,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.0,3.5,Aluminum
Walter,Carbide Burr,Chicago-Latrobe,,CLCB-SJ1,,0.625,,,,1,Uncoated,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,4.0,Steel
Walter,Carbide Burr,Cle-Line,,CLCB-SK2,,0.75,,,,1,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.5,4.5,Multi-Purpose
Walter,Carbide Burr,Cleveland,,CLCB-SL3,,0.875,,,,1,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.75,5.0,Stainless
Walter,Carbide Burr,Drillco,,CLCB-SM4,,1.0,,,,1,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.0,5.5,Aluminum
Walter,Countersink,Chicago-Latrobe,,CLCM-1000,,1.0,,,,4,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.0,5.0,Multi-Purpose
Walter,Countersink,Cle-Line,,CLCM-1250,,1.25,,,,4,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.5,6.0,Steel
Walter,Countersink,Cleveland,,CLCM-1500,,1.5,,,,4,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.0,7.0,Stainless
Walter,Countersink,Chicago-Latrobe,,CLCM-187,,0.1875,,,,4,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.375,2.0,Multi-Purpose
Walter,Countersink,Drillco,,CLCM-2000,,2.0,,,,4,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,4.0,9.0,Aluminum
Walter,Countersink,Cle-Line,,CLCM-625,,0.625,,,,4,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,4.0,Steel
Walter,Countersink,Cleveland,,CLCM-750,,0.75,,,,4,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.5,4.5,Stainless
Walter,Countersink,Drillco,,CLCM-875,,0.875,,,,4,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.75,5.0,Aluminum
Walter,Hole Cutter,Chicago-Latrobe,,CLHC-0625,,0.625,,,,8,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.375,2.0,Steel
Walter,Hole Cutter,Cle-Line,,CLHC-0781,,0.7812,,,,8,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.5,2.5,Multi-Purpose
Walter,Hole Cutter,Cleveland,,CLHC-0938,,0.9375,,,,8,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.625,3.0,Stainless
Walter,Hole Cutter,Drillco,,CLHC-1094,,1.0938,,,,8,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.75,3.5,Aluminum
Walter,Hole Cutter,Chicago-Latrobe,,CLHC-1250,,1.25,,,,8,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.875,3.0,Steel
Walter,Hole Cutter,Cleveland,,CLHC-1750,,1.75,,,,8,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,4.0,Stainless
Walter,Hole Cutter,Chicago-Latrobe,,CLHC-2250,,2.25,,,,8,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.75,5.0,Steel
Walter,Hole Cutter,Drillco,,CLHC-3500,,3.5,,,,8,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.0,7.0,Aluminum
Walter,Reamer,Chicago-Latrobe,,CLRM-0625,,0.0625,,,,4,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.25,2.0,Multi-Purpose
Walter,Reamer,Cle-Line,,CLRM-0781,,0.0781,,,,4,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.375,2.5,Steel
Walter,Reamer,Cleveland,,CLRM-0938,,0.0938,,,,4,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.5,3.0,Stainless
Walter,Reamer,Drillco,,CLRM-1000,,1.0,,,,6,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.75,7.5,Aluminum
Walter,Reamer,Drillco,,CLRM-1094,,0.1094,,,,4,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.625,3.5,Aluminum
Walter,Reamer,Chicago-Latrobe,,CLRM-1250,,1.25,,,,6,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.0,8.0,Multi-Purpose
Walter,Reamer,Cle-Line,,CLRM-1500,,1.5,,,,6,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.5,9.0,Steel
Walter,Reamer,Cleveland,,CLRM-1750,,1.75,,,,6,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,4.0,10.0,Stainless
Walter,Reamer,Drillco,,CLRM-2000,,2.0,,,,6,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,4.5,11.0,Aluminum
Walter,Reamer,Chicago-Latrobe,,CLRM-2188,,2.1875,,,,6,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,4.75,11.5,Multi-Purpose
Walter,Reamer,Cleveland,,CLRM-2812,,2.8125,,,,6,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,5.5,12.5,Stainless
Walter,Reamer,Cleveland,,CLRM-3750,,0.375,,,,6,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.5,5.0,Stainless
Walter,Reamer,Drillco,,CLRM-5000,,0.5,,,,6,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.75,5.5,Aluminum
Walter,Reamer,Chicago-Latrobe,,CLRM-6250,,0.625,,,,6,Bright,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.0,6.0,Multi-Purpose
Walter,Reamer,Cle-Line,,CLRM-7500,,0.75,,,,6,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.25,6.5,Steel
Walter,Reamer,Cleveland,,CLRM-8750,,0.875,,,,6,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.5,7.0,Stainless
Walter,End Mill,Chicago-Latrobe,,CLTM-1000-12,,1.0,,,,3,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.5,6.0,Steel
Walter,End Mill,Cle-Line,,CLTM-1250-12,,1.25,,,,3,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.0,7.0,Aluminum
Walter,End Mill,Cleveland,,CLTM-1500-12,,1.5,,,,3,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,3.5,8.0,Stainless
Walter,End Mill,Chicago-Latrobe,,CLTM-187-32,,0.1875,,,,3,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.5,2.0,Steel
Walter,End Mill,Drillco,,CLTM-2000-12,,2.0,,,,3,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,4.5,10.0,Multi-Purpose
Walter,End Mill,Chicago-Latrobe,,CLTM-250-20,,0.25,,,,3,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.75,2.5,Steel
Walter,End Mill,Cle-Line,,CLTM-250-28,,0.25,,,,3,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,0.75,2.5,Aluminum
Walter,End Mill,Cle-Line,,CLTM-312-18,,0.3125,,,,3,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.0,3.0,Aluminum
Walter,End Mill,Cleveland,,CLTM-312-24,,0.3125,,,,3,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.0,3.0,Stainless
Walter,End Mill,Cleveland,,CLTM-375-16,,0.375,,,,3,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,3.5,Stainless
Walter,End Mill,Drillco,,CLTM-375-24,,0.375,,,,3,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.25,3.5,Multi-Purpose
Walter,End Mill,Drillco,,CLTM-500-13,,0.5,,,,3,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.5,4.0,Multi-Purpose
Walter,End Mill,Chicago-Latrobe,,CLTM-500-20,,0.5,,,,3,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.5,4.0,Steel
Walter,End Mill,Chicago-Latrobe,,CLTM-625-11,,0.625,,,,3,TiAlN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.75,4.5,Steel
Walter,End Mill,Cle-Line,,CLTM-625-18,,0.625,,,,3,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,1.75,4.5,Aluminum
Walter,End Mill,Cle-Line,,CLTM-750-10,,0.75,,,,3,TiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.0,5.0,Aluminum
Walter,End Mill,Cleveland,,CLTM-750-16,,0.75,,,,3,Carbide,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.0,5.0,Stainless
Walter,End Mill,Drillco,,CLTM-875-14,,0.875,,,,3,AlTiN,,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,2.25,5.5,Multi-Purpose
IMCO,Drill,D20,Drill,D020,,0.125,0.125,1.625,2.625,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D21,Drill,D021,,0.125,0.125,0.625,2.0,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D20,Drill,D022,,0.1875,0.1875,1.875,3.0,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D21,Drill,D023,,0.1875,0.1875,0.75,2.25,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D22,Drill,D024,,0.3125,0.3125,2.25,4.5,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D23,Drill,D025,,0.3125,0.3125,0.625,2.75,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D24,Drill,D026,,0.5,0.5,1.0,3.5,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D25,Drill,D027,,0.625,0.625,3.0,5.0,3,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D26,Drill,D028,,0.625,0.625,1.25,3.5,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D27,Drill,D029,,0.75,0.75,3.5,6.0,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D28,Drill,D030,,0.625,0.625,1.0,3.5,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D30,Drill,D031,,0.15625,0.15625,1.75,2.75,3,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D40,Drill,D040,,0.25,0.25,1.0,3.0,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
IMCO,Drill,D40,Drill,D041,,0.3125,0.3125,1.25,3.25,2,,Yes,,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0079,,0.0469,0.125,0.0625,1.5,2,Uncoated,Steel,18.5,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0080,,0.0781,0.125,0.125,1.75,2,Uncoated,Steel,18.5,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0081,,0.1094,0.125,0.1563,2.0,2,Uncoated,Steel,19.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0082,,0.1406,0.1875,0.1875,2.125,2,Uncoated,Steel,19.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0083,,0.1719,0.1875,0.2188,2.25,2,Uncoated,Steel,20.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0084,,0.2031,0.1875,0.25,2.375,2,Uncoated,Steel,20.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0085,,0.2344,0.25,0.2813,2.5,2,Uncoated,Steel,21.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0086,,0.2656,0.25,0.3125,2.625,2,Uncoated,Steel,21.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0087,,0.2969,0.25,0.3438,2.75,2,Uncoated,Steel,22.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0088,,0.3281,0.3125,0.375,2.875,2,Uncoated,Steel,22.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0089,,0.3594,0.3125,0.4063,3.0,2,Uncoated,Steel,23.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0090,,0.3906,0.3125,0.4375,3.125,2,Uncoated,Steel,23.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0091,,0.4219,0.375,0.4688,3.25,2,Uncoated,Steel,24.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0092,,0.4531,0.375,0.5,3.375,2,Uncoated,Steel,24.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0093,,0.4844,0.375,0.5313,3.5,2,Uncoated,Steel,25.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0094,,0.5156,0.4375,0.5625,3.625,2,Uncoated,Steel,25.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0095,,0.5469,0.4375,0.5938,3.75,2,Uncoated,Steel,26.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0096,,0.5781,0.4375,0.625,3.875,2,Uncoated,Steel,26.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0097,,0.6094,0.5,0.6563,4.0,2,Uncoated,Steel,27.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0098,,0.6406,0.5,0.6875,4.125,2,Uncoated,Steel,27.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0099,,0.6719,0.5,0.7188,4.25,2,Uncoated,Steel,28.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0100,,0.7031,0.5625,0.75,4.375,2,Uncoated,Steel,28.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0101,,0.7344,0.5625,0.7813,4.5,2,Uncoated,Steel,29.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0102,,0.7656,0.5625,0.8125,4.625,2,Uncoated,Steel,29.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0103,,0.7969,0.625,0.8438,4.75,2,Uncoated,Steel,30.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0104,,0.8281,0.625,0.875,4.875,2,Uncoated,Steel,30.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0105,,0.8594,0.625,0.9063,5.0,2,Uncoated,Steel,31.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0106,,0.8906,0.6875,0.9375,5.125,2,Uncoated,Steel,31.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0107,,0.9219,0.6875,0.9688,5.25,2,Uncoated,Steel,32.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0108,,0.9531,0.6875,1.0,5.375,2,Uncoated,Steel,32.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0109,,0.9844,0.75,1.0313,5.5,2,Uncoated,Steel,33.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0110,,1.0156,0.75,1.0625,5.625,2,Uncoated,Steel,33.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0111,,1.0469,0.75,1.0938,5.75,2,Uncoated,Steel,34.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0112,,1.0781,0.8125,1.125,5.875,2,Uncoated,Steel,34.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0113,,1.1094,0.8125,1.1563,6.0,2,Uncoated,Steel,35.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0114,,1.1406,0.8125,1.1875,6.125,2,Uncoated,Steel,35.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0115,,1.1719,0.875,1.2188,6.25,2,Uncoated,Steel,36.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0116,,1.2031,0.875,1.25,6.375,2,Uncoated,Steel,36.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0117,,1.2344,0.875,1.2813,6.5,2,Uncoated,Steel,37.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0118,,1.2656,0.9375,1.3125,6.625,2,Uncoated,Steel,37.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0119,,1.2969,0.9375,1.3438,6.75,2,Uncoated,Steel,38.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0120,,1.3281,0.9375,1.375,6.875,2,Uncoated,Steel,38.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0121,,1.3594,1.0,1.4063,7.0,2,Uncoated,Steel,39.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
YG-1,Spot Drill,D1C90 Series,,D1C0122,,1.3906,1.0,1.4375,7.125,2,Uncoated,Steel,39.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
